x,y
4003.200000,2997.900000
3602.880000,2498.250000
3953.160000,2848.000000
4153.310000,2947.930000
4353.480000,2748.070000
4653.720000,2448.280000
4703.750000,2598.180000
5304.240000,2698.110000
5154.110000,3047.860000
4453.550000,3547.510000
4553.640000,3747.370000
4853.880000,3947.230000
5204.160000,4097.130000
5304.240000,3997.200000
5454.350000,3647.440000
5454.350000,3847.300000
5404.310000,4097.130000
5454.350000,4047.160000
5454.350000,4147.090000
5354.270000,4147.090000
5304.240000,4496.850000
5304.240000,4596.770000
5354.270000,4746.670000
5154.110000,4946.530000
5054.030000,4846.600000
5054.030000,4646.740000
4853.880000,4446.880000
4853.880000,4346.950000
4853.880000,4247.020000
4703.750000,3997.200000
4553.640000,4047.160000
4653.720000,4346.950000
4853.880000,4846.600000
4753.790000,4946.530000
4903.920000,5096.420000
4853.880000,5046.460000
4553.640000,5446.180000
4853.880000,5646.040000
4953.960000,5845.900000
5054.030000,5546.110000
5054.030000,5346.250000
5154.110000,5546.110000
5304.240000,5795.940000
5404.310000,5696.010000
5454.350000,5646.040000
5554.440000,5546.110000
5554.440000,5146.390000
5604.480000,5296.290000
5754.590000,5646.040000
5604.480000,5795.940000
5454.350000,5945.830000
5354.270000,6045.760000
5254.200000,6145.690000
4953.960000,6145.690000
4603.680000,6295.590000
4553.640000,6045.760000
4503.590000,5895.870000
4453.550000,6145.690000
4453.550000,6245.620000
4403.510000,6695.310000
4253.400000,6545.410000
4303.440000,6795.240000
4303.440000,6895.160000
4103.270000,6995.090000
4253.400000,7144.990000
4403.510000,7194.960000
5054.030000,7144.990000
5354.270000,7045.060000
5104.070000,6895.160000
5004.000000,6795.240000
5204.160000,6495.440000
5354.270000,6645.340000
5504.400000,6395.510000
5704.550000,6595.380000
5804.640000,6395.510000
5854.680000,6345.550000
6154.920000,6045.760000
6605.270000,5696.010000
6655.310000,5646.040000
6655.310000,5745.970000
6505.200000,5995.790000
6355.070000,5646.040000
5904.720000,5296.290000
5604.480000,4796.640000
5754.590000,4946.530000
5904.720000,4896.570000
5954.760000,4846.600000
6004.790000,4996.500000
6355.070000,5146.390000
6505.200000,4996.500000
6405.110000,4896.570000
6255.000000,4946.530000
6655.310000,4546.810000
6555.240000,4546.810000
6555.240000,3947.230000
6455.160000,3947.230000
6455.160000,4047.160000
6305.030000,4296.980000
6255.000000,4546.810000
5754.590000,4646.740000
5804.640000,4296.980000
6004.790000,4296.980000
5854.680000,4047.160000
5854.680000,3947.230000
5754.590000,3647.440000
5804.640000,3697.400000
5854.680000,3747.370000
6154.920000,3947.230000
6605.270000,3497.550000
6655.310000,3547.510000
6555.240000,3547.510000
6605.270000,3297.680000
6555.240000,3347.650000
6605.270000,3097.830000
6455.160000,3347.650000
6305.030000,3297.680000
6305.030000,3497.550000
6154.920000,3347.650000
6154.920000,3447.580000
6255.000000,3147.790000
6104.880000,3197.750000
5454.350000,3247.720000
5554.440000,3347.650000
5754.590000,3047.860000
5654.510000,2848.000000
5654.510000,2748.070000
5604.480000,2598.180000
5854.680000,2947.930000
5854.680000,3047.860000
5954.760000,2848.000000
6054.830000,2848.000000
6455.160000,2748.070000
6154.920000,2448.280000
6104.880000,2598.180000
6054.830000,2548.210000
6004.790000,2398.310000
5654.510000,2348.350000
6355.070000,1648.840000
6405.110000,1598.880000
6455.160000,1648.840000
6805.440000,1598.880000
6905.510000,1498.940000
6955.550000,1548.910000
6905.510000,1598.880000
7005.590000,1698.810000
7105.680000,1698.810000
7055.640000,1548.910000
7005.590000,1498.940000
7105.680000,1399.010000
7205.760000,1399.010000
7255.790000,1448.980000
7355.880000,1448.980000
7355.880000,1648.840000
7455.960000,1648.840000
7806.240000,1598.880000
7906.310000,1598.880000
7906.310000,1498.940000
7956.350000,1548.910000
8006.400000,1498.940000
8056.440000,1548.910000
8106.480000,1399.010000
8206.550000,1399.010000
8256.590000,1448.980000
8356.680000,1448.980000
8006.400000,1698.810000
8106.480000,1698.810000
8356.680000,1648.840000
8456.760000,1648.840000
8807.030000,1598.880000
8907.110000,1498.940000
8957.160000,1548.910000
8907.110000,1598.880000
9007.200000,1698.810000
9107.270000,1698.810000
9057.240000,1548.910000
9007.200000,1498.940000
9107.270000,1399.010000
9207.350000,1399.010000
9257.400000,1448.980000
9357.480000,1448.980000
9357.480000,1648.840000
9457.550000,1648.840000
9807.830000,1598.880000
9907.920000,1598.880000
9907.920000,1498.940000
9957.960000,1548.910000
10008.000000,1498.940000
10058.000000,1548.910000
10008.000000,1698.810000
10108.100000,1698.810000
10358.300000,1648.840000
10408.300000,1598.880000
10458.300000,1648.840000
10858.700000,2348.350000
10808.600000,2598.180000
11259.000000,2848.000000
11158.900000,2848.000000
10958.800000,2848.000000
10658.500000,2748.070000
10658.500000,3047.860000
10408.300000,2997.900000
10408.300000,2897.960000
10358.300000,2848.000000
10458.300000,2748.070000
10358.300000,2448.280000
9807.830000,2598.180000
10158.100000,3047.860000
9957.960000,3047.860000
9757.790000,3147.790000
9757.790000,2748.070000
9707.760000,2798.030000
9657.720000,2848.000000
9607.680000,2798.030000
9357.480000,2848.000000
9207.350000,2798.030000
9257.400000,2947.930000
9657.720000,3147.790000
9457.550000,3447.580000
9557.640000,3747.370000
9357.480000,3947.230000
9757.790000,3847.300000
